City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
170,Chumikan,RU,54.7183,135.315,17.55,68,2,16.49,clear sky
171,Husavik,IS,66.0449,-17.3389,33.8,80,75,6.91,broken clouds
172,Chapais,CA,49.7834,-74.8492,57.2,33,75,16.11,broken clouds
173,Tilichiki,RU,60.4667,166.1,10.36,67,75,17.94,broken clouds
174,Mount Pleasant,US,32.7941,-79.8626,77.0,64,1,14.5,clear sky
175,Erenhot,CN,43.6475,111.9767,32.65,62,100,23.42,overcast clouds
176,Namtsy,RU,62.7161,129.6658,14.0,85,75,6.71,light snow
177,Leningradskiy,RU,69.3833,178.4167,-8.25,87,10,5.23,clear sky
178,Kahului,US,20.8947,-156.47,75.2,64,40,11.5,scattered clouds
179,Iqaluit,CA,63.7506,-68.5145,30.2,86,75,24.16,broken clouds
180,Bahia Blanca,AR,-38.7196,-62.2724,69.26,42,0,5.59,clear sky
181,Tianpeng,CN,30.9866,103.9393,55.4,100,93,2.1,mist
182,Ancud,CL,-41.8697,-73.8203,59.0,100,75,14.97,broken clouds
183,Kununurra,AU,-15.7667,128.7333,73.4,100,100,4.14,overcast clouds
184,Saskylakh,RU,71.9167,114.0833,10.58,96,91,7.23,overcast clouds
185,Clyde River,CA,70.4692,-68.5914,30.2,74,40,8.05,scattered clouds
186,Catalina,US,32.5056,-110.9211,88.0,10,100,1.01,overcast clouds
187,Harper,LR,4.375,-7.7169,81.18,81,45,9.22,scattered clouds
188,Esperance,AU,-33.8667,121.9,60.8,72,40,21.85,light rain
189,Chuy,UY,-33.6971,-53.4616,64.11,79,93,20.15,overcast clouds
190,Lazaro Cardenas,MX,17.9583,-102.2,82.96,56,25,12.01,scattered clouds
191,Mariestad,SE,58.7097,13.8237,33.8,93,90,5.75,light snow
192,Virginia Beach,US,36.8529,-75.978,80.6,41,90,11.5,overcast clouds
193,Touros,BR,-5.1989,-35.4608,80.6,83,40,6.91,scattered clouds
194,Vila,PT,42.0304,-8.1588,46.0,77,2,11.99,clear sky
195,Nome,US,64.5011,-165.4064,25.0,86,90,28.77,snow
196,Belz,FR,47.6751,-3.168,39.0,76,4,9.04,clear sky
197,Sur,OM,22.5667,59.5289,81.45,63,0,9.75,clear sky
198,Emba,KZ,48.8264,58.1442,44.01,66,0,9.75,clear sky
199,Ulverstone,AU,-41.15,146.1667,48.0,81,47,13.0,scattered clouds
